predicted class,x,y
B point,349.0,357.5
Protuberance menti,353.0,373.0
Pogonion,353.0,385.5
Menton,341.5,401.5
Go-1 Corpuus left,218.0,357.0
Go-2 Ramus down,193.5,269.0
Articulare,184.5,241.5
R3,226.0,260.5
R1,257.0,297.0
Maxilla 1 crown,361.0,324.5
Maxilla 1 root,341.5,281.0
Mandible 1 crown,354.0,321.5
Mandible 1 root,341.5,353.5
Maxilla 6 distal,285.0,309.5
Maxilla 6 root,297.0,281.0
Mandible 6 distal,289.0,317.0
Mandible 6 root,285.0,345.5
Glabella,361.5,129.5
Soft tissue naison,353.5,161.5
Dorsum of nose,397.5,221.0
pronasale,412.5,245.5
Colunella,401.0,265.5
Subnasalle,381.5,273.5
Soft tissue A point,381.0,277.0
Labrale superius,389.5,297.5
Upper lip,393.0,309.5
Stms,381.0,321.5
Upper embrasure,365.5,318.0
Lower embrasure,361.0,324.5
Stmi,377.0,321.5
Lower lip,385.5,333.5
Labial Inferius,381.0,341.0
Soft tissue b point,373.0,353.5
Soft tissue pogonion,381.0,381.5
Soft tissue Gnathion,373.0,409.0
Soft tissue Menton,349.5,421.0
Nasion,329.0,165.0
Sella,197.5,185.0
Porion,161.5,229.5
Orbitale,305.5,221.0
Pterygoid,237.0,217.5
Basion,157.5,261.0
ANS,329.0,265.5
PNS,241.0,265.5
A point,321.5,277.0
B point,309.5,353.0
Protuberance menti,313.0,365.5
Pogonion,313.5,377.5
Menton,297.5,393.5
Go-1 Corpuus left,201.0,345.0
Go-2 Ramus down,180.5,269.5
Articulare,173.5,249.5
R3,210.0,257.5
R1,241.0,285.5
Maxilla 1 crown,329.5,317.0
Maxilla 1 root,313.5,277.5
Mandible 1 crown,322.0,313.5
Mandible 1 root,306.0,349.5
Maxilla 6 distal,253.0,297.5
Maxilla 6 root,269.0,265.5
Mandible 6 distal,249.5,305.0
Mandible 6 root,245.5,341.5
Glabella,345.0,149.0
Soft tissue naison,337.5,181.5
Dorsum of nose,365.0,233.5
pronasale,373.0,249.5
Colunella,365.0,265.5
Subnasalle,349.0,269.5
Soft tissue A point,349.5,277.0
Labrale superius,357.0,289.0
Upper lip,361.5,297.5
Stms,353.0,309.0
Upper embrasure,333.5,310.0
Lower embrasure,325.5,317.0
Stmi,345.0,313.0
Lower lip,357.0,321.5
Labial Inferius,353.0,329.0
Soft tissue b point,337.0,345.0
Soft tissue pogonion,340.5,373.0
Soft tissue Gnathion,325.5,397.0
Soft tissue Menton,297.0,409.5
Cervical point,229.5,425.0
Nasion,353.0,189.0
Sella,221.5,185.5
Porion,172.5,225.0
Orbitale,329.0,237.5
Pterygoid,253.5,229.0
Basion,165.5,261.5
ANS,353.5,290.0
PNS,249.5,281.0
A point,341.5,301.0
B point,313.0,377.5
Protuberance menti,309.5,393.0
Pogonion,309.5,405.0
Menton,294.0,417.5
Go-1 Corpuus left,201.5,345.0
Go-2 Ramus down,188.5,269.0
Articulare,185.0,249.5
R3,225.5,269.0
R1,249.5,301.0
Maxilla 1 crown,345.0,345.0
Maxilla 1 root,333.5,305.0
Mandible 1 crown,337.0,341.5
Mandible 1 root,309.5,373.5
Maxilla 6 distal,269.0,317.5
Maxilla 6 root,285.0,293.5
Mandible 6 distal,265.0,325.5
Mandible 6 root,254.0,353.5
Glabella,370.0,169.5
Soft tissue naison,361.5,201.5
Dorsum of nose,389.5,257.5
pronasale,397.5,281.5
Colunella,389.0,296.5
Subnasalle,369.5,301.5
Soft tissue A point,365.0,305.0
Labrale superius,369.5,321.5
Upper lip,372.5,333.5
Stms,361.0,341.5
Upper embrasure,345.0,342.0
Lower embrasure,341.5,344.5
Stmi,357.5,345.0
Lower lip,361.0,357.0
Labial Inferius,357.0,365.0
Soft tissue b point,341.0,377.0
Soft tissue pogonion,336.5,401.0
Soft tissue Gnathion,321.0,421.0
Soft tissue Menton,297.5,429.0
Cervical point,237.5,421.0
Nasion,345.0,177.0
Sella,213.5,185.0
Porion,165.0,221.5
Orbitale,325.0,229.0
Pterygoid,249.0,222.0
Basion,161.0,257.5
ANS,349.0,281.0
PNS,245.0,273.5
A point,337.0,293.0
B point,313.5,373.0
Protuberance menti,313.0,389.0
Pogonion,313.0,397.5
Menton,298.0,413.0
Go-1 Corpuus left,205.5,349.5
Go-2 Ramus down,185.0,269.0
Articulare,177.0,245.5
R3,221.0,265.0
R1,245.5,301.0
Maxilla 1 crown,341.0,337.0
Maxilla 1 root,326.0,296.5
Mandible 1 crown,334.0,333.5
Mandible 1 root,313.5,365.5
Maxilla 6 distal,269.0,313.5
Maxilla 6 root,281.0,289.0
Mandible 6 distal,268.5,325.0
Mandible 6 root,257.5,353.5
Glabella,361.5,157.5
Soft tissue naison,354.0,193.0
Dorsum of nose,386.0,249.5
pronasale,397.0,269.5
Colunella,385.5,285.0
Subnasalle,365.0,289.0
Soft tissue A point,361.0,293.0
Labrale superius,369.5,313.5
Upper lip,369.5,321.5
Stms,361.5,333.0
Upper embrasure,341.5,330.0
Lower embrasure,337.0,336.5
Stmi,353.5,333.0
Lower lip,361.0,345.0
Labial Inferius,360.5,357.5
Soft tissue b point,341.5,369.0
Soft tissue pogonion,341.0,397.0
Soft tissue Gnathion,325.0,417.5
Soft tissue Menton,301.0,429.0
Cervical point,245.0,429.0
Nasion,333.5,178.0
Sella,209.5,193.0
Porion,161.5,225.5
Orbitale,313.0,233.0
Pterygoid,242.0,225.5
Basion,149.5,265.5
ANS,337.5,285.5
PNS,241.0,277.0
A point,329.0,297.0
B point,297.0,369.5
Protuberance menti,293.5,385.5
Pogonion,293.0,393.5
Menton,277.5,409.5
Go-1 Corpuus left,189.0,349.5
Go-2 Ramus down,177.0,273.0
Articulare,173.0,249.5
R3,213.0,265.5
R1,237.5,301.5
Maxilla 1 crown,337.5,337.0
Maxilla 1 root,322.0,297.0
Mandible 1 crown,330.0,333.5
Mandible 1 root,297.5,361.5
Maxilla 6 distal,257.0,313.5
Maxilla 6 root,273.0,289.0
Mandible 6 distal,257.0,321.0
Mandible 6 root,241.5,349.0
Glabella,349.0,161.0
Soft tissue naison,341.0,193.5
Dorsum of nose,373.0,249.5
pronasale,381.5,269.5
Colunella,373.5,285.0
Subnasalle,353.0,293.0
Soft tissue A point,349.0,297.0
Labrale superius,357.5,313.5
Upper lip,361.0,321.5
Stms,353.0,333.0
Upper embrasure,337.0,333.5
Lower embrasure,333.5,337.0
Stmi,349.0,336.5
Lower lip,357.0,349.0
Labial Inferius,349.0,357.0
Soft tissue b point,329.0,369.5
Soft tissue pogonion,321.5,389.0
Soft tissue Gnathion,301.5,409.0
Soft tissue Menton,277.5,420.5
Cervical point,221.5,421.0
Nasion,320.0,148.5
Sella,193.5,177.0
Porion,149.5,213.5
Orbitale,301.0,201.5
Pterygoid,229.5,205.0
Basion,149.5,253.5
ANS,333.0,253.5
PNS,237.0,253.0
A point,321.5,265.0
B point,305.5,337.5
Protuberance menti,301.5,357.5
Pogonion,301.5,365.5
Menton,290.0,381.5
Go-1 Corpuus left,193.0,333.5
Go-2 Ramus down,173.0,256.5
Articulare,165.5,237.5
R3,206.0,249.0
R1,237.0,281.0
Maxilla 1 crown,333.0,301.0
Maxilla 1 root,313.5,265.0
Mandible 1 crown,326.0,301.0
Mandible 1 root,302.0,333.5
Maxilla 6 distal,261.0,290.0
Maxilla 6 root,273.0,265.0
Mandible 6 distal,261.0,300.5
Mandible 6 root,249.0,329.0
Glabella,333.0,129.0
Soft tissue naison,329.5,161.5
Dorsum of nose,364.5,213.5
pronasale,373.0,237.5
Colunella,365.0,253.5
Subnasalle,349.0,258.0
Soft tissue A point,345.0,265.0
Labrale superius,357.5,281.5
Upper lip,360.5,289.5
Stms,353.0,297.5
Upper embrasure,337.5,298.0
Lower embrasure,333.0,301.0
Stmi,349.0,301.0
Lower lip,357.0,313.0
Labial Inferius,353.0,317.5
Soft tissue b point,337.0,329.0
Soft tissue pogonion,329.0,357.0
Soft tissue Gnathion,313.0,381.5
Soft tissue Menton,290.0,393.0
Cervical point,241.5,401.0
Nasion,320.0,165.0
Sella,189.0,181.0
Porion,153.5,217.5
Orbitale,305.0,221.5
Pterygoid,225.5,216.5
Basion,145.0,257.0
ANS,333.0,273.5
PNS,229.5,269.0
A point,325.0,289.0
B point,309.5,369.0
Protuberance menti,305.5,381.0
Pogonion,305.0,393.0
Menton,294.0,405.5
Go-1 Corpuus left,193.5,341.5
Go-2 Ramus down,169.0,261.0
Articulare,165.0,241.5
R3,201.0,254.0
R1,233.0,293.0
Maxilla 1 crown,329.5,337.0
Maxilla 1 root,317.5,289.0
Mandible 1 crown,325.5,333.0
Mandible 1 root,305.5,361.5
Maxilla 6 distal,261.0,309.5
Maxilla 6 root,269.5,281.0
Mandible 6 distal,260.5,317.0
Mandible 6 root,253.5,345.0
Glabella,337.5,145.0
Soft tissue naison,329.5,181.0
Dorsum of nose,369.5,237.5
pronasale,381.0,261.0
Colunella,369.5,277.0
Subnasalle,353.0,285.5
Soft tissue A point,349.0,289.5
Labrale superius,357.5,309.5
Upper lip,357.0,321.5
Stms,345.5,333.5
Upper embrasure,333.0,330.0
Lower embrasure,329.5,337.0
Stmi,341.0,333.5
Lower lip,349.0,349.5
Labial Inferius,345.0,357.0
Soft tissue b point,337.5,369.5
Soft tissue pogonion,336.5,393.0
Soft tissue Gnathion,325.0,417.0
Soft tissue Menton,298.0,421.0
Cervical point,249.0,425.5
Nasion,345.0,161.0
Sella,209.5,169.0
Porion,165.5,213.5
Orbitale,325.0,213.0
Pterygoid,249.5,209.5
Basion,165.5,253.5
ANS,357.0,261.5
PNS,253.0,265.0
A point,349.5,273.5
B point,341.0,349.5
Protuberance menti,341.5,361.5
Pogonion,341.0,373.0
Menton,329.5,385.0
Go-1 Corpuus left,217.5,337.5
Go-2 Ramus down,189.0,261.5
Articulare,181.0,237.5
R3,221.5,250.0
R1,253.5,285.5
Maxilla 1 crown,361.5,317.0
Maxilla 1 root,341.5,277.0
Mandible 1 crown,353.5,313.5
Mandible 1 root,338.0,345.5
Maxilla 6 distal,277.0,298.0
Maxilla 6 root,289.0,269.0
Mandible 6 distal,277.0,305.0
Mandible 6 root,274.0,337.0
Glabella,361.5,141.0
Soft tissue naison,357.5,177.0
Dorsum of nose,389.0,225.5
pronasale,400.5,246.0
Colunella,392.5,261.5
Subnasalle,373.0,269.5
Soft tissue A point,373.0,273.5
Labrale superius,381.0,293.5
Upper lip,384.5,301.5
Stms,377.5,313.0
Upper embrasure,361.5,314.0
Lower embrasure,357.5,316.5
Stmi,373.5,313.0
Lower lip,381.0,325.0
Labial Inferius,377.0,337.5
Soft tissue b point,365.5,349.0
Soft tissue pogonion,368.5,373.0
Soft tissue Gnathion,357.0,393.0
Soft tissue Menton,333.0,401.0
Cervical point,273.0,425.5
Nasion,348.5,189.0
Sella,217.5,197.0
Porion,173.0,233.0
Orbitale,325.5,241.0
Pterygoid,253.0,234.0
Basion,170.0,269.0
ANS,353.0,289.5
PNS,253.0,285.5
A point,341.5,301.0
B point,325.5,385.5
Protuberance menti,321.0,401.5
Pogonion,321.0,409.0
Menton,306.0,421.5
Go-1 Corpuus left,205.5,353.0
Go-2 Ramus down,193.0,277.5
Articulare,185.0,257.5
R3,225.5,273.5
R1,249.0,309.0
Maxilla 1 crown,357.5,353.0
Maxilla 1 root,334.0,309.0
Mandible 1 crown,346.0,349.0
Mandible 1 root,325.0,377.5
Maxilla 6 distal,277.0,325.5
Maxilla 6 root,289.0,301.5
Mandible 6 distal,277.0,333.0
Mandible 6 root,269.5,361.5
Glabella,365.0,169.5
Soft tissue naison,357.5,205.5
Dorsum of nose,389.5,257.5
pronasale,401.0,277.5
Colunella,389.0,293.0
Subnasalle,369.0,297.5
Soft tissue A point,369.0,301.5
Labrale superius,377.0,321.5
Upper lip,381.0,333.5
Stms,373.0,345.0
Upper embrasure,357.5,345.5
Lower embrasure,353.0,349.0
Stmi,365.5,349.0
Lower lip,373.0,361.0
Labial Inferius,369.0,369.0
Soft tissue b point,357.0,385.0
Soft tissue pogonion,353.0,405.0
Soft tissue Gnathion,337.0,425.5
Soft tissue Menton,309.0,437.0
Cervical point,253.0,445.0
Nasion,441.5,166.0
Sella,305.5,193.0
Porion,257.5,229.5
Orbitale,421.0,225.0
Pterygoid,341.5,225.0
Basion,253.5,266.0
ANS,449.0,277.0
PNS,345.5,273.5
A point,437.5,289.5
B point,429.0,377.0
Protuberance menti,429.5,397.0
Pogonion,429.0,409.5
Menton,417.5,425.5
Go-1 Corpuus left,313.0,357.5
Go-2 Ramus down,281.0,273.0
Articulare,273.0,253.5
R3,317.5,268.5
R1,349.0,305.5
Maxilla 1 crown,453.0,341.0
Maxilla 1 root,433.5,293.0
Mandible 1 crown,445.5,337.0
Mandible 1 root,425.5,373.5
Maxilla 6 distal,377.0,317.5
Maxilla 6 root,385.0,289.5
Mandible 6 distal,381.5,329.0
Mandible 6 root,373.5,357.5
Glabella,460.5,145.5
Soft tissue naison,453.0,182.0
Dorsum of nose,481.0,237.5
pronasale,484.5,261.5
Colunella,480.5,277.5
Subnasalle,465.5,285.5
Soft tissue A point,465.0,293.0
Labrale superius,473.0,309.0
Upper lip,476.5,321.5
Stms,469.5,333.0
Upper embrasure,453.0,330.0
Lower embrasure,449.5,337.0
Stmi,465.0,333.5
Lower lip,473.0,349.0
Labial Inferius,469.5,357.0
Soft tissue b point,457.0,377.5
Soft tissue pogonion,453.0,405.0
Soft tissue Gnathion,441.0,429.5
Soft tissue Menton,417.5,437.0
Nasion,444.5,165.5
Sella,309.0,189.0
Porion,261.5,225.5
Orbitale,421.5,225.0
Pterygoid,345.5,225.0
Basion,262.0,273.0
ANS,449.0,277.5
PNS,349.0,285.0
A point,437.5,293.0
B point,425.5,385.0
Protuberance menti,422.0,405.0
Pogonion,421.0,417.0
Menton,409.5,433.0
Go-1 Corpuus left,313.5,365.0
Go-2 Ramus down,285.0,281.0
Articulare,281.0,257.5
R3,321.5,273.0
R1,349.5,312.5
Maxilla 1 crown,449.5,344.5
Maxilla 1 root,430.0,297.0
Mandible 1 crown,442.0,341.5
Mandible 1 root,425.5,377.5
Maxilla 6 distal,377.0,329.5
Maxilla 6 root,389.0,297.0
Mandible 6 distal,377.5,337.0
Mandible 6 root,369.5,365.0
Glabella,461.5,145.0
Soft tissue naison,453.5,182.0
Dorsum of nose,481.0,241.0
pronasale,485.5,265.0
Colunella,481.0,281.0
Subnasalle,465.5,285.5
Soft tissue A point,465.5,293.0
Labrale superius,469.0,317.5
Upper lip,472.5,325.5
Stms,465.5,341.0
Upper embrasure,449.5,338.5
Lower embrasure,445.0,344.5
Stmi,457.0,341.5
Lower lip,468.5,357.0
Labial Inferius,465.0,365.5
Soft tissue b point,453.5,381.0
Soft tissue pogonion,445.0,409.5
Soft tissue Gnathion,429.0,433.5
Soft tissue Menton,409.5,445.0
Nasion,440.5,193.0
Sella,302.0,201.0
Porion,257.5,237.0
Orbitale,417.0,245.5
Pterygoid,337.5,237.5
Basion,249.0,281.0
ANS,437.0,297.0
PNS,341.0,289.5
A point,429.5,309.0
B point,409.0,385.5
Protuberance menti,409.0,397.0
Pogonion,409.0,405.5
Menton,397.0,421.5
Go-1 Corpuus left,297.5,365.5
Go-2 Ramus down,277.0,284.5
Articulare,272.5,261.0
R3,313.0,277.0
R1,341.5,313.0
Maxilla 1 crown,433.0,353.0
Maxilla 1 root,421.5,309.5
Mandible 1 crown,426.0,349.0
Mandible 1 root,406.0,377.5
Maxilla 6 distal,365.5,330.0
Maxilla 6 root,376.5,301.5
Mandible 6 distal,365.0,337.0
Mandible 6 root,357.5,365.5
Glabella,458.0,173.5
Soft tissue naison,449.5,209.5
Dorsum of nose,474.0,261.5
pronasale,481.0,285.5
Colunella,472.5,301.0
Subnasalle,457.0,305.5
Soft tissue A point,457.0,309.5
Labrale superius,461.0,329.5
Upper lip,461.5,337.5
Stms,449.5,349.5
Upper embrasure,437.5,346.0
Lower embrasure,433.0,353.0
Stmi,445.0,353.0
Lower lip,453.5,365.0
Labial Inferius,448.5,373.0
Soft tissue b point,437.5,385.5
Soft tissue pogonion,433.0,405.0
Soft tissue Gnathion,421.0,425.0
Soft tissue Menton,397.0,437.0
Cervical point,349.0,453.0
Nasion,416.5,154.0
Sella,285.0,173.0
Porion,253.5,229.0
Orbitale,401.0,209.5
Pterygoid,325.5,214.0
Basion,254.0,273.5
ANS,437.5,269.5
PNS,333.5,277.5
A point,429.0,285.0
B point,417.0,373.0
Protuberance menti,414.0,393.0
Pogonion,413.5,405.5
Menton,402.0,425.5
Go-1 Corpuus left,293.5,381.0
Go-2 Ramus down,273.5,281.0
Articulare,269.0,257.5
R3,308.5,268.5
R1,341.0,309.5
Maxilla 1 crown,441.5,337.0
Maxilla 1 root,422.0,289.0
Mandible 1 crown,434.0,333.5
Mandible 1 root,414.0,365.5
Maxilla 6 distal,373.0,325.5
Maxilla 6 root,377.5,293.5
Mandible 6 distal,373.0,329.0
Mandible 6 root,369.0,361.5
Glabella,433.5,133.5
Soft tissue naison,429.5,169.5
Dorsum of nose,473.5,229.5
pronasale,478.5,253.5
Colunella,472.5,273.0
Subnasalle,457.0,277.5
Soft tissue A point,453.5,285.0
Labrale superius,461.0,305.5
Upper lip,464.5,317.5
Stms,457.5,333.0
Upper embrasure,441.0,330.0
Lower embrasure,437.5,337.0
Stmi,453.0,333.0
Lower lip,461.0,349.0
Labial Inferius,453.0,357.0
Soft tissue b point,441.5,373.0
Soft tissue pogonion,440.5,405.0
Soft tissue Gnathion,429.0,429.0
Soft tissue Menton,405.5,441.0
Nasion,438.0,185.0
Sella,309.0,201.0
Porion,265.5,237.5
Orbitale,416.5,245.0
Pterygoid,345.5,237.5
Basion,257.5,281.5
ANS,441.0,293.5
PNS,345.5,289.5
A point,429.5,305.5
B point,421.0,373.5
Protuberance menti,421.5,389.0
Pogonion,425.0,397.0
Menton,410.0,413.5
Go-1 Corpuus left,305.0,365.0
Go-2 Ramus down,281.0,289.0
Articulare,277.0,265.5
R3,316.5,281.5
R1,345.0,313.0
Maxilla 1 crown,437.0,348.5
Maxilla 1 root,426.0,309.0
Mandible 1 crown,433.5,345.0
Mandible 1 root,417.5,369.5
Maxilla 6 distal,373.0,329.5
Maxilla 6 root,381.0,301.5
Mandible 6 distal,372.5,333.0
Mandible 6 root,366.0,361.5
Glabella,457.0,165.0
Soft tissue naison,449.5,201.5
Dorsum of nose,474.0,261.5
pronasale,478.0,285.5
Colunella,472.5,301.0
Subnasalle,457.0,305.5
Soft tissue A point,453.5,309.5
Labrale superius,461.0,329.5
Upper lip,461.5,337.5
Stms,453.0,345.5
Upper embrasure,441.5,342.0
Lower embrasure,437.0,345.5
Stmi,449.5,345.5
Lower lip,457.0,357.0
Labial Inferius,453.0,365.0
Soft tissue b point,445.0,373.0
Soft tissue pogonion,449.0,397.0
Soft tissue Gnathion,437.0,417.0
Soft tissue Menton,413.0,425.0
Cervical point,369.0,445.5
Nasion,445.0,181.5
Sella,317.0,185.0
Porion,261.5,225.0
Orbitale,417.5,244.5
Pterygoid,345.0,229.5
Basion,253.5,265.5
ANS,440.5,301.5
PNS,337.0,289.5
A point,425.5,317.0
B point,397.5,401.0
Protuberance menti,394.0,417.0
Pogonion,393.0,429.5
Menton,382.0,445.5
Go-1 Corpuus left,281.5,373.0
Go-2 Ramus down,273.0,277.0
Articulare,272.5,253.5
R3,309.5,269.5
R1,333.0,317.0
Maxilla 1 crown,421.0,368.5
Maxilla 1 root,418.0,317.5
Mandible 1 crown,417.5,365.5
Mandible 1 root,394.0,393.5
Maxilla 6 distal,361.0,337.5
Maxilla 6 root,373.5,309.5
Mandible 6 distal,357.5,345.0
Mandible 6 root,349.0,373.5
Glabella,465.5,165.0
Soft tissue naison,453.5,201.0
Dorsum of nose,477.0,265.5
pronasale,481.5,293.5
Colunella,473.0,309.5
Subnasalle,457.0,313.5
Soft tissue A point,453.0,321.0
Labrale superius,453.5,341.5
Upper lip,453.0,353.5
Stms,441.0,365.0
Upper embrasure,425.5,362.0
Lower embrasure,421.0,368.5
Stmi,433.5,365.5
Lower lip,441.0,381.0
Labial Inferius,433.0,393.5
Soft tissue b point,421.5,405.0
Soft tissue pogonion,417.0,429.5
Soft tissue Gnathion,405.0,449.0
Soft tissue Menton,385.5,457.0
Nasion,421.5,177.0
Sella,298.0,188.5
Porion,257.5,221.5
Orbitale,401.0,229.5
Pterygoid,329.5,221.0
Basion,249.5,265.0
ANS,429.5,278.0
PNS,329.0,277.0
A point,421.0,293.0
B point,413.0,373.0
Protuberance menti,413.5,385.0
Pogonion,413.5,397.0
Menton,401.5,417.5
Go-1 Corpuus left,289.0,365.5
Go-2 Ramus down,273.0,273.0
Articulare,265.0,249.5
R3,304.5,264.5
R1,329.5,305.5
Maxilla 1 crown,433.5,333.0
Maxilla 1 root,410.0,293.0
Mandible 1 crown,426.0,329.5
Mandible 1 root,409.5,365.5
Maxilla 6 distal,353.0,321.5
Maxilla 6 root,369.0,293.5
Mandible 6 distal,357.0,329.0
Mandible 6 root,350.0,357.5
Glabella,441.5,157.5
Soft tissue naison,433.5,193.5
Dorsum of nose,460.5,245.0
pronasale,469.5,266.0
Colunella,460.5,281.5
Subnasalle,445.0,285.5
Soft tissue A point,445.5,293.0
Labrale superius,453.5,309.5
Upper lip,456.5,317.5
Stms,449.0,329.0
Upper embrasure,433.5,330.0
Lower embrasure,429.5,333.0
Stmi,445.0,329.0
Lower lip,453.0,341.0
Labial Inferius,448.5,349.5
Soft tissue b point,437.0,365.0
Soft tissue pogonion,441.0,393.0
Soft tissue Gnathion,428.5,421.0
Soft tissue Menton,401.5,432.5
Cervical point,333.0,421.0
Nasion,429.5,165.5
Sella,297.0,193.0
Porion,253.5,229.0
Orbitale,413.5,221.0
Pterygoid,333.0,225.5
Basion,249.0,273.0
ANS,445.0,277.0
PNS,337.0,277.5
A point,437.5,289.0
B point,425.0,377.5
Protuberance menti,422.0,393.0
Pogonion,425.0,405.5
Menton,409.5,421.0
Go-1 Corpuus left,301.5,369.0
Go-2 Ramus down,273.5,280.5
Articulare,269.0,253.5
R3,306.5,269.0
R1,337.5,308.5
Maxilla 1 crown,445.0,341.0
Maxilla 1 root,429.5,293.0
Mandible 1 crown,438.0,337.5
Mandible 1 root,421.5,369.5
Maxilla 6 distal,369.0,321.5
Maxilla 6 root,377.5,293.5
Mandible 6 distal,372.5,333.0
Mandible 6 root,366.0,361.5
Glabella,449.0,145.0
Soft tissue naison,441.0,182.0
Dorsum of nose,474.0,237.5
pronasale,481.5,261.5
Colunella,477.0,277.5
Subnasalle,461.0,285.0
Soft tissue A point,461.0,289.0
Labrale superius,469.0,313.5
Upper lip,469.0,325.5
Stms,461.0,337.0
Upper embrasure,449.0,334.0
Lower embrasure,441.5,340.5
Stmi,457.5,337.0
Lower lip,464.5,349.0
Labial Inferius,461.0,361.0
Soft tissue b point,449.0,373.0
Soft tissue pogonion,449.0,401.0
Soft tissue Gnathion,437.0,425.5
Soft tissue Menton,413.0,437.0
Nasion,432.5,157.5
Sella,305.5,188.5
Porion,261.5,229.0
Orbitale,416.5,217.5
Pterygoid,342.0,221.0
Basion,261.5,273.0
ANS,450.0,266.0
PNS,349.5,277.0
A point,441.5,281.0
B point,441.0,365.5
Protuberance menti,445.0,381.0
Pogonion,445.0,393.5
Menton,433.5,413.5
Go-1 Corpuus left,321.0,369.0
Go-2 Ramus down,289.0,281.0
Articulare,277.5,253.5
R3,321.0,269.0
R1,357.5,305.0
Maxilla 1 crown,457.0,329.0
Maxilla 1 root,434.0,285.0
Mandible 1 crown,450.0,325.0
Mandible 1 root,437.5,361.5
Maxilla 6 distal,385.5,317.5
Maxilla 6 root,389.5,285.5
Mandible 6 distal,385.0,324.5
Mandible 6 root,385.5,357.5
Glabella,449.5,138.0
Soft tissue naison,441.0,174.0
Dorsum of nose,477.0,229.5
pronasale,485.0,249.5
Colunella,477.0,266.0
Subnasalle,469.5,273.5
Soft tissue A point,465.5,281.0
Labrale superius,473.5,297.5
Upper lip,477.0,309.5
Stms,473.0,320.5
Upper embrasure,461.5,321.5
Lower embrasure,457.5,325.0
Stmi,469.0,325.0
Lower lip,477.0,337.0
Labial Inferius,473.5,345.0
Soft tissue b point,465.0,361.5
Soft tissue pogonion,468.5,389.0
Soft tissue Gnathion,457.0,417.0
Soft tissue Menton,437.0,428.5
Cervical point,377.0,437.0
Nasion,425.5,169.0
Sella,294.0,180.5
Porion,253.0,221.0
Orbitale,405.5,221.0
Pterygoid,329.5,214.0
Basion,249.5,261.0
ANS,433.0,273.5
PNS,329.5,269.5
A point,421.0,285.5
B point,405.0,365.0
Protuberance menti,401.5,381.5
Pogonion,401.5,389.5
Menton,390.0,406.0
Go-1 Corpuus left,293.0,361.0
Go-2 Ramus down,269.0,269.0
Articulare,264.5,245.0
R3,301.5,261.0
R1,329.5,297.0
Maxilla 1 crown,429.5,333.0
Maxilla 1 root,413.5,289.0
Mandible 1 crown,422.0,329.5
Mandible 1 root,401.5,357.5
Maxilla 6 distal,353.0,309.5
Maxilla 6 root,365.5,280.5
Mandible 6 distal,353.5,317.0
Mandible 6 root,350.0,349.5
Glabella,444.5,149.0
Soft tissue naison,437.0,185.0
Dorsum of nose,469.5,241.5
pronasale,476.5,261.5
Colunella,469.0,277.0
Subnasalle,449.0,281.5
Soft tissue A point,449.0,289.0
Labrale superius,453.0,309.5
Upper lip,453.0,321.5
Stms,441.0,332.5
Upper embrasure,429.0,329.5
Lower embrasure,425.5,332.5
Stmi,437.0,333.0
Lower lip,444.5,345.0
Labial Inferius,441.0,352.5
Soft tissue b point,429.0,365.5
Soft tissue pogonion,424.5,389.0
Soft tissue Gnathion,413.0,409.5
Soft tissue Menton,393.5,417.0
Cervical point,353.0,437.5
Nasion,445.5,173.5
Sella,314.0,189.0
Porion,269.0,225.0
Orbitale,425.0,229.0
Pterygoid,349.5,226.0
Basion,262.0,269.0
ANS,449.5,285.5
PNS,345.5,281.5
A point,441.0,301.0
B point,425.0,381.5
Protuberance menti,421.5,401.0
Pogonion,421.5,413.0
Menton,409.5,433.0
Go-1 Corpuus left,301.0,373.5
Go-2 Ramus down,281.5,281.0
Articulare,280.5,253.0
R3,318.0,273.5
R1,345.0,313.0
Maxilla 1 crown,445.0,344.5
Maxilla 1 root,434.0,301.0
Mandible 1 crown,438.0,341.5
Mandible 1 root,421.5,373.5
Maxilla 6 distal,377.0,330.0
Maxilla 6 root,385.5,297.0
Mandible 6 distal,377.0,337.0
Mandible 6 root,373.0,369.0
Glabella,469.0,153.5
Soft tissue naison,457.0,193.5
Dorsum of nose,478.0,249.0
pronasale,485.0,273.5
Colunella,477.0,289.0
Subnasalle,465.0,293.0
Soft tissue A point,461.0,301.0
Labrale superius,465.0,321.5
Upper lip,469.0,333.5
Stms,461.0,341.5
Upper embrasure,445.5,341.5
Lower embrasure,441.0,345.0
Stmi,457.5,341.5
Lower lip,461.0,353.0
Labial Inferius,460.5,365.5
Soft tissue b point,449.0,377.5
Soft tissue pogonion,449.0,405.0
Soft tissue Gnathion,433.0,437.5
Soft tissue Menton,409.5,449.0
Nasion,433.0,170.0
Sella,297.5,185.0
Porion,253.5,229.0
Orbitale,413.0,229.0
Pterygoid,333.5,226.0
Basion,253.0,277.0
ANS,441.5,293.0
PNS,333.0,289.5
A point,429.0,305.0
B point,405.5,393.0
Protuberance menti,401.5,413.0
Pogonion,401.0,425.0
